IndivGroup,soundfile,S1_dur,Tcall_dur,RecSite,Lat,Long,LocCode,Region
CUR02,0320426a,0.095432845,0.409472539,C5,12.351118,-69.103518,CUR,isl
CUR02,0320439a,0.087965673,0.37148253,C5,12.351118,-69.103518,CUR,isl
CUR02,0320506a,0.091438278,0.214961172,C5,12.351118,-69.103518,CUR,isl
CUR02,0320515a,0.082713572,0.232975379,C5,12.351118,-69.103518,CUR,isl
CUR02,0320538a,0.089125401,0.238842658,C5,12.351118,-69.103518,CUR,isl
CUR02,0320559a,0.083974404,0.222736512,C5,12.351118,-69.103518,CUR,isl
CUR02,0320603a,0.099856702,0.252063264,C5,12.351118,-69.103518,CUR,isl
CUR02,0320610a,0.079250437,0.208076661,C5,12.351118,-69.103518,CUR,isl
CUR02,0320617a,0.093494897,0.435846452,C5,12.351118,-69.103518,CUR,isl
CUR02,0320628a,0.100294257,0.240548299,C5,12.351118,-69.103518,CUR,isl
CUR03,0401254a,0.099259403,0.244476008,C12,12.305051,-69.140646,CUR,isl
CUR03,0401253a,0.09573373,0.226806042,C12,12.305051,-69.140646,CUR,isl
CUR03,0401304a,0.093795376,0.225766605,C12,12.305051,-69.140646,CUR,isl
CUR03,0401316a,0.103768625,0.236136804,C12,12.305051,-69.140646,CUR,isl
CUR03,0401326a,0.100344346,0.235712438,C12,12.305051,-69.140646,CUR,isl
CUR03,0401330a,0.111119631,0.238061659,C12,12.305051,-69.140646,CUR,isl
CUR03,0401335a,0.100293688,0.227427798,C12,12.305051,-69.140646,CUR,isl
CUR03,0401340a,0.095030869,0.231257057,C12,12.305051,-69.140646,CUR,isl
CUR03,0401343a,0.094498777,0.225398648,C12,12.305051,-69.140646,CUR,isl
CUR03,0401350a,0.094824298,0.221865917,C12,12.305051,-69.140646,CUR,isl
CUR03,0401403a,0.09272137,0.221386089,C12,12.305051,-69.140646,CUR,isl
CUR04,0415048a,0.116284435,0.192555231,C2,12.199992,-69.019584,CUR,isl
CUR04,0415122a,0.159079911,0.158985617,C2,12.199992,-69.019584,CUR,isl
CUR04,0415146a,0.145070008,0.397531386,C2,12.199992,-69.019584,CUR,isl
CUR04,0415152a,0.102169308,0.372700048,C2,12.199992,-69.019584,CUR,isl
CUR04,0415156a,0.115240317,0.195533227,C2,12.199992,-69.019584,CUR,isl
CUR04,0415157a,0.128773986,0.212297735,C2,12.199992,-69.019584,CUR,isl
CUR04,0415158a,0.111877477,0.20268521,C2,12.199992,-69.019584,CUR,isl
CUR04,0415225a,0.115612748,0.541033391,C2,12.199992,-69.019584,CUR,isl
CUR04,0415231a,0.091291623,0.220275875,C2,12.199992,-69.019584,CUR,isl
CUR04,0415414a,0.162212588,0.161704855,C2,12.199992,-69.019584,CUR,isl
CUR04,0415433a,0.116093532,0.395683703,C2,12.199992,-69.019584,CUR,isl
CUR04,0415442a,0.10066017,0.220221678,C2,12.199992,-69.019584,CUR,isl
CUR04,0415453a,0.107440656,0.199240138,C2,12.199992,-69.019584,CUR,isl
CUR04,0415456a,0.091935432,0.219640088,C2,12.199992,-69.019584,CUR,isl
CUR04,0415500a,0.103307814,0.244538233,C2,12.199992,-69.019584,CUR,isl
CUR04,0415506a,0.09028117,0.191007428,C2,12.199992,-69.019584,CUR,isl
CUR04,0415511a,0.115839588,0.235294621,C2,12.199992,-69.019584,CUR,isl
CUR04,0415518a,0.094899668,0.230364092,C2,12.199992,-69.019584,CUR,isl
CUR04,0415521a,0.097210484,0.219109321,C2,12.199992,-69.019584,CUR,isl
CUR05,0501141a,0.184606513,0.186961615,C14,12.094284,-68.876633,CUR,isl
CUR05,0501147a,0.184186334,0.190231551,C14,12.094284,-68.876633,CUR,isl
CUR05,0501151a,0.207240701,0.209127103,C14,12.094284,-68.876633,CUR,isl
CUR05,0501156a,0.211425704,0.213471952,C14,12.094284,-68.876633,CUR,isl
CUR05,0501159a,0.194922132,0.20015618,C14,12.094284,-68.876633,CUR,isl
CUR05,0501207a,0.168208689,0.170370746,C14,12.094284,-68.876633,CUR,isl
CUR05,0501220a,0.176580257,0.182659812,C14,12.094284,-68.876633,CUR,isl
CUR05,0501223a,0.132899916,0.384170063,C14,12.094284,-68.876633,CUR,isl
CUR05,0501226a,0.193718293,0.471162249,C14,12.094284,-68.876633,CUR,isl
CUR05,0501236a,0.180998424,0.443007594,C14,12.094284,-68.876633,CUR,isl
CUR05,0501239a,0.173550432,0.485241487,C14,12.094284,-68.876633,CUR,isl
CUR05,0501245a,0.164796278,0.464067287,C14,12.094284,-68.876633,CUR,isl
CUR05,0501247a,0.215573205,0.515022898,C14,12.094284,-68.876633,CUR,isl
CUR05,0501251a,0.14743204,0.363456212,C14,12.094284,-68.876633,CUR,isl
CUR05,0501300a,0.195476744,0.195587108,C14,12.094284,-68.876633,CUR,isl
CUR05,0501309a,0.193284436,0.498002379,C14,12.094284,-68.876633,CUR,isl
CUR05,0501315a,0.181573264,0.472170563,C14,12.094284,-68.876633,CUR,isl
CUR05,0501320a,0.213221585,0.515472191,C14,12.094284,-68.876633,CUR,isl
CUR05,0501325a,0.188490058,0.529636063,C14,12.094284,-68.876633,CUR,isl
CUR05,0501447a,0.183794987,0.185844932,C14,12.094284,-68.876633,CUR,isl
CUR05,0501457a,0.175545103,0.478971763,C14,12.094284,-68.876633,CUR,isl
CUR05,0501500a,0.198983136,0.508021574,C14,12.094284,-68.876633,CUR,isl
CUR05,0501508a,0.194570979,0.489092555,C14,12.094284,-68.876633,CUR,isl
CUR05,0501516a,0.197952832,0.505052336,C14,12.094284,-68.876633,CUR,isl
CUR05,0501521a,0.193378589,0.506704763,C14,12.094284,-68.876633,CUR,isl
CUR05,0501524a,0.18977991,0.494525966,C14,12.094284,-68.876633,CUR,isl
CUR05,0501527a,0.193388175,0.511289899,C14,12.094284,-68.876633,CUR,isl
CUR05,0501530a,0.194103371,0.196369836,C14,12.094284,-68.876633,CUR,isl
CUR05,0501533a,0.194642746,0.505308474,C14,12.094284,-68.876633,CUR,isl
CUR05,0501539a,0.194783357,0.493758595,C14,12.094284,-68.876633,CUR,isl
CUR05,0501609a,0.194549756,0.418609817,C14,12.094284,-68.876633,CUR,isl
CUR05,0501620a,0.210178441,0.21234349,C14,12.094284,-68.876633,CUR,isl
CUR05,0501643a,0.197861589,0.512901876,C14,12.094284,-68.876633,CUR,isl
CUR05,0501705a,0.205827432,0.475511882,C14,12.094284,-68.876633,CUR,isl
CUR05,0501708a,0.197741207,0.496047367,C14,12.094284,-68.876633,CUR,isl
CUR05,0501718a,0.168898312,0.468701833,C14,12.094284,-68.876633,CUR,isl
CUR05,0501735a,0.153802342,0.370150551,C14,12.094284,-68.876633,CUR,isl
CUR05,0501739a,0.184699647,0.429241853,C14,12.094284,-68.876633,CUR,isl
CUR06,0502458a,0.16531185,0.352218952,C15,12.115819,-68.830248,CUR,isl
CUR06,0502502a,0.157806614,0.349604391,C15,12.115819,-68.830248,CUR,isl
CUR06,0502506a,0.141379446,0.340160794,C15,12.115819,-68.830248,CUR,isl
CUR06,0502516a,0.11872544,0.286423421,C15,12.115819,-68.830248,CUR,isl
CUR06,0502520a,0.095777327,0.304293888,C15,12.115819,-68.830248,CUR,isl
CUR06,0502523a,0.13035041,0.331305951,C15,12.115819,-68.830248,CUR,isl
CUR06,0502528a,0.100717668,0.196933317,C15,12.115819,-68.830248,CUR,isl
CUR06,0502539a,0.148497019,0.359550017,C15,12.115819,-68.830248,CUR,isl
CUR06,0502546a,0.137364369,0.34554519,C15,12.115819,-68.830248,CUR,isl
CUR06,0502550a,0.150027317,0.34984526,C15,12.115819,-68.830248,CUR,isl
CUR07,0505313a,0.150730519,0.500018201,C16,12.067862,-68.84444,CUR,isl
CUR07,0505315a,0.154466981,0.429043029,C16,12.067862,-68.84444,CUR,isl
CUR07,0505317a,0.155467336,0.155985679,C16,12.067862,-68.84444,CUR,isl
CUR07,0505319a,0.158950975,0.443626697,C16,12.067862,-68.84444,CUR,isl
CUR07,0505323a,0.154455606,0.425761624,C16,12.067862,-68.84444,CUR,isl
CUR07,0505325a,0.149008121,0.439632184,C16,12.067862,-68.84444,CUR,isl
CUR07,0505327a,0.159150217,0.157481848,C16,12.067862,-68.84444,CUR,isl
CUR08,0505734a,0.142728795,0.399935633,C16,12.067862,-68.84444,CUR,isl
CUR08,0505737a,0.133961475,0.12939587,C16,12.067862,-68.84444,CUR,isl
CUR08,0505739a,0.090031481,0.08909951,C16,12.067862,-68.84444,CUR,isl
CUR08,0505740a,0.094081683,0.241723295,C16,12.067862,-68.84444,CUR,isl
CUR08,0505741a,0.151226386,0.154732535,C16,12.067862,-68.84444,CUR,isl
CUR08,0505744a,0.088104753,0.264533676,C16,12.067862,-68.84444,CUR,isl
CUR08,0505756a,0.144092522,0.147380174,C16,12.067862,-68.84444,CUR,isl
CUR09,0510246a,0.1448766,0.454733646,C16,12.067862,-68.84444,CUR,isl
CUR09,0510247a,0.150618959,0.45649414,C16,12.067862,-68.84444,CUR,isl
CUR09,0510259a,0.114921288,0.387800934,C16,12.067862,-68.84444,CUR,isl
CUR09,0510305a,0.110516259,0.343009157,C16,12.067862,-68.84444,CUR,isl
CUR09,0510313a,0.111352904,0.404937056,C16,12.067862,-68.84444,CUR,isl
CUR09,0510345a,0.154873143,0.449912458,C16,12.067862,-68.84444,CUR,isl
CUR09,0510347a,0.119119831,0.330962154,C16,12.067862,-68.84444,CUR,isl
CUR09,0510349a,0.135908393,0.442287082,C16,12.067862,-68.84444,CUR,isl
CUR09,0510353a,0.12347304,0.370492884,C16,12.067862,-68.84444,CUR,isl
CUR09,0510444a,0.12603638,0.420151796,C16,12.067862,-68.84444,CUR,isl
CUR09,0510544a,0.174924571,0.449517544,C16,12.067862,-68.84444,CUR,isl
CUR09,0510550a,0.137509956,0.459972636,C16,12.067862,-68.84444,CUR,isl
CUR09,0510556a,0.137627188,0.424786233,C16,12.067862,-68.84444,CUR,isl
CUR10,0512041a,0.153100218,0.153896257,C14,12.094284,-68.876633,CUR,isl
CUR10,0512045a,0.16508392,0.167247576,C14,12.094284,-68.876633,CUR,isl
CUR10,0512058a,0.142707421,0.143417565,C14,12.094284,-68.876633,CUR,isl
CUR10,0512105a,0.153317719,0.153799259,C14,12.094284,-68.876633,CUR,isl
CUR10,0512106a,0.201608704,0.20286498,C14,12.094284,-68.876633,CUR,isl
CUR10,0512108a,0.203893051,0.204608478,C14,12.094284,-68.876633,CUR,isl
CUR10,0512109a,0.180100897,0.179537812,C14,12.094284,-68.876633,CUR,isl
CUR10,0512110a,0.178070298,0.180923436,C14,12.094284,-68.876633,CUR,isl
CUR10,0512115a,0.202953129,0.597512265,C14,12.094284,-68.876633,CUR,isl
CUR10,0512118a,0.186653548,0.186739658,C14,12.094284,-68.876633,CUR,isl
CUR10,0512119a,0.221016343,0.218902186,C14,12.094284,-68.876633,CUR,isl
CUR10,0512121a,0.209276263,0.208191194,C14,12.094284,-68.876633,CUR,isl
CUR10,0512124a,0.200004065,0.631045395,C14,12.094284,-68.876633,CUR,isl
CUR10,0512129a,0.190203057,0.58862577,C14,12.094284,-68.876633,CUR,isl
CUR10,0512132a,0.185629351,0.185434243,C14,12.094284,-68.876633,CUR,isl
CUR10,0512138a,0.188635753,0.191916453,C14,12.094284,-68.876633,CUR,isl
CUR10,0512153a,0.188397951,0.570411935,C14,12.094284,-68.876633,CUR,isl
CUR10,0512507a,0.135410354,0.48009209,C14,12.094284,-68.876633,CUR,isl
CUR10,0512511a,0.141639592,0.142411438,C14,12.094284,-68.876633,CUR,isl
CUR10,0512522a,0.13793166,0.42806227,C14,12.094284,-68.876633,CUR,isl
CUR10,0512525a,0.156474444,0.156558424,C14,12.094284,-68.876633,CUR,isl
CUR10,0512531a,0.176541216,0.177086908,C14,12.094284,-68.876633,CUR,isl
CUR10,0512544a,0.165204194,0.400659097,C14,12.094284,-68.876633,CUR,isl
CUR10,0512550a,0.151721923,0.413770862,C14,12.094284,-68.876633,CUR,isl
CUR10,0512555a,0.158662226,0.358738825,C14,12.094284,-68.876633,CUR,isl
CUR10,0512603a,0.18670127,0.510772693,C14,12.094284,-68.876633,CUR,isl
CUR10,0512608a,0.189831943,0.457431716,C14,12.094284,-68.876633,CUR,isl
CUR10,0512610a,0.18203547,0.407231945,C14,12.094284,-68.876633,CUR,isl
CUR10,0512614a,0.183839181,0.574186988,C14,12.094284,-68.876633,CUR,isl
CUR10,0512618a,0.196136159,0.403891083,C14,12.094284,-68.876633,CUR,isl
CUR10,0512623a,0.166046003,0.167704418,C14,12.094284,-68.876633,CUR,isl
CUR10,0512629a,0.18362682,0.181935375,C14,12.094284,-68.876633,CUR,isl
CUR10,0512630a,0.228320998,0.535259361,C14,12.094284,-68.876633,CUR,isl
CUR10,0512635a,0.158674365,0.554189363,C14,12.094284,-68.876633,CUR,isl
CUR10,0512642a,0.197970035,0.588253817,C14,12.094284,-68.876633,CUR,isl
CUR10,0512646a,0.196283718,0.987956941,C14,12.094284,-68.876633,CUR,isl
CUR10,0512658a,0.211449352,0.47481479,C14,12.094284,-68.876633,CUR,isl
CUR10,0512704a,0.171717811,0.175122402,C14,12.094284,-68.876633,CUR,isl
CUR10,0512718a,0.188604371,0.443374541,C14,12.094284,-68.876633,CUR,isl
CUR10,0512733a,0.200530083,0.422434399,C14,12.094284,-68.876633,CUR,isl
CUR10,0512737a,0.199812721,0.40275137,C14,12.094284,-68.876633,CUR,isl
CUR10,0512744a,0.201471016,0.420238249,C14,12.094284,-68.876633,CUR,isl
CUR10,0512748a,0.191969647,0.191438353,C14,12.094284,-68.876633,CUR,isl
CUR10,0512753a,0.164766827,0.164766827,C14,12.094284,-68.876633,CUR,isl
CUR10,0512826a,0.205919883,0.20611586,C14,12.094284,-68.876633,CUR,isl
CUR10,0512831a,0.19499662,0.518033066,C14,12.094284,-68.876633,CUR,isl
CUR10,0512834a,0.199599562,0.19604202,C14,12.094284,-68.876633,CUR,isl
CUR10,0512845a,0.175225077,0.176046208,C14,12.094284,-68.876633,CUR,isl
CUR10,0512856a,0.169446472,0.159460149,C14,12.094284,-68.876633,CUR,isl
CUR10,0512858a,0.203941788,0.570128182,C14,12.094284,-68.876633,CUR,isl
CUR10,0512903a,0.203544439,0.203322706,C14,12.094284,-68.876633,CUR,isl
CUR10,0512908a,0.142558538,0.142224149,C14,12.094284,-68.876633,CUR,isl
CUR10,0512912a,0.171193262,0.172906984,C14,12.094284,-68.876633,CUR,isl
CUR10,0512941a,0.153111236,0.154760632,C14,12.094284,-68.876633,CUR,isl
CUR10,0512950a,0.176628503,0.176817868,C14,12.094284,-68.876633,CUR,isl
CUR10,0513000a,0.190051221,0.190876055,C14,12.094284,-68.876633,CUR,isl
CUR10,0513010a,0.152766839,0.153750772,C14,12.094284,-68.876633,CUR,isl
CUR10,0513018a,0.185504138,0.186919931,C14,12.094284,-68.876633,CUR,isl
CUR10,0513054a,0.187593269,0.188005224,C14,12.094284,-68.876633,CUR,isl
CUR10,0513105a,0.161261109,0.165823763,C14,12.094284,-68.876633,CUR,isl
CUR10,0513120a,0.184027127,0.185127534,C14,12.094284,-68.876633,CUR,isl
CUR10,0513125a,0.20646199,0.520990619,C14,12.094284,-68.876633,CUR,isl
CUR10,0513128a,0.216728901,0.601365219,C14,12.094284,-68.876633,CUR,isl
CUR10,0513132a,0.20423055,0.204338471,C14,12.094284,-68.876633,CUR,isl
CUR10,0513137a,0.166258648,0.165362351,C14,12.094284,-68.876633,CUR,isl
CUR10,0513144a,0.139546838,0.137721916,C14,12.094284,-68.876633,CUR,isl
CUR10,0513149a,0.200916565,0.201135752,C14,12.094284,-68.876633,CUR,isl
CUR10,0513158a,0.198729524,0.682771762,C14,12.094284,-68.876633,CUR,isl
CUR10,0513204a,0.150447642,0.149499595,C14,12.094284,-68.876633,CUR,isl
CUR11,0602818a,0.174147735,0.172748794,C14,12.094284,-68.876633,CUR,isl
CUR11,0602826a,0.182790053,0.180547694,C14,12.094284,-68.876633,CUR,isl
CUR11,0602833a,0.1723872,0.496037411,C14,12.094284,-68.876633,CUR,isl
CUR11,0602903a,0.186425704,0.18721721,C14,12.094284,-68.876633,CUR,isl
CUR11,0602944a,0.147191754,0.387649079,C14,12.094284,-68.876633,CUR,isl
CUR11,0602950a,0.13721708,0.396218583,C14,12.094284,-68.876633,CUR,isl
CUR11,0603001a,0.128328046,0.349169731,C14,12.094284,-68.876633,CUR,isl
CUR11,0603004a,0.156794297,0.15770648,C14,12.094284,-68.876633,CUR,isl
CUR11,0603007a,0.160801876,0.459597785,C14,12.094284,-68.876633,CUR,isl
MAR01,1104520a,0.10900283,0.233854943,M6,10.96211,-64.143291,MAR,isl
MAR01,1104525a,0.111521427,0.245206814,M6,10.96211,-64.143291,MAR,isl
MAR01,1104526a,0.104383695,0.241306918,M6,10.96211,-64.143291,MAR,isl
MAR01,1104536a,0.095708968,0.240277756,M6,10.96211,-64.143291,MAR,isl
MAR01,1104603a,0.10867868,0.249100768,M6,10.96211,-64.143291,MAR,isl
MAR01,1104608a,0.103991651,0.237977661,M6,10.96211,-64.143291,MAR,isl
MAR01,1104612a,0.205973434,0.204680752,M6,10.96211,-64.143291,MAR,isl
MAR01,1104613a,0.11936344,0.254079793,M6,10.96211,-64.143291,MAR,isl
MAR01,1104617a,0.122394971,0.238574178,M6,10.96211,-64.143291,MAR,isl
MAR02,1111858a,0.175713022,0.169018343,M8,10.983438,-64.362093,MAR,isl
MAR02,1111901a,0.183774344,0.180169619,M8,10.983438,-64.362093,MAR,isl
MAR02,1111906a,0.191197062,0.189898441,M8,10.983438,-64.362093,MAR,isl
MAR02,1111915a,0.178048132,0.177202558,M8,10.983438,-64.362093,MAR,isl
MAR02,1111918a,0.190907598,0.189802611,M8,10.983438,-64.362093,MAR,isl
MAR02,1112234a,0.185090845,0.183188175,M8,10.983438,-64.362093,MAR,isl
MAR02,1112235a,0.181360573,0.173979333,M8,10.983438,-64.362093,MAR,isl
MAR03,1113145a,0.224253528,0.20693426,M8,10.983438,-64.362093,MAR,isl
MAR03,1113156a,0.237949958,0.22076098,M8,10.983438,-64.362093,MAR,isl
MAR03,1113203a,0.167794226,0.167466364,M8,10.983438,-64.362093,MAR,isl
MAR03,1113214a,0.196798531,0.198619695,M8,10.983438,-64.362093,MAR,isl
MAR03,1113220a,0.201118064,0.199734229,M8,10.983438,-64.362093,MAR,isl
MAR03,1113225a,0.250918589,0.220296035,M8,10.983438,-64.362093,MAR,isl
MAR03,1113233a,0.190103606,0.18714289,M8,10.983438,-64.362093,MAR,isl
MAR04,1113432a,0.10488325,0.235561429,M8,10.983438,-64.362093,MAR,isl
MAR04,1113438a,0.155391325,0.155326945,M8,10.983438,-64.362093,MAR,isl
MAR04,1113512a,0.155860604,0.156224231,M8,10.983438,-64.362093,MAR,isl
MAR04,1113514a,0.110369993,0.236532798,M8,10.983438,-64.362093,MAR,isl
MAR04,1113515a,0.175570253,0.174889985,M8,10.983438,-64.362093,MAR,isl
MAR05,1115007a,0.239920676,0.567630382,M9,11.017851,-64.29355,MAR,isl
MAR05,1115014a,0.234377932,0.561722959,M9,11.017851,-64.29355,MAR,isl
MAR05,1115019a,0.229134021,0.610346592,M9,11.017851,-64.29355,MAR,isl
MAR05,1115023a,0.229538666,0.582223209,M9,11.017851,-64.29355,MAR,isl
MAR05,1115026a,0.273667369,0.658659742,M9,11.017851,-64.29355,MAR,isl
MAR05,1115030a,0.219456333,0.22030617,M9,11.017851,-64.29355,MAR,isl
MAR05,1115035a,0.191291702,0.188481099,M9,11.017851,-64.29355,MAR,isl
MAR06,1115215a,0.193494018,0.212681171,M9,11.017851,-64.29355,MAR,isl
MAR06,1115223a,0.164066945,0.166918836,M9,11.017851,-64.29355,MAR,isl
MAR06,1115228a,0.2259666,0.224564074,M9,11.017851,-64.29355,MAR,isl
MAR06,1115233a,0.206427944,0.207451416,M9,11.017851,-64.29355,MAR,isl
MAR06,1115238a,0.179003681,0.17849236,M9,11.017851,-64.29355,MAR,isl
MAR06,1115243a,0.211492478,0.21039663,M9,11.017851,-64.29355,MAR,isl
MAR06,1115246a,0.212796565,0.465583204,M9,11.017851,-64.29355,MAR,isl
MAR06,1115247a,0.232709173,0.231465543,M9,11.017851,-64.29355,MAR,isl
MAR06,1115251a,0.214035837,0.510438357,M9,11.017851,-64.29355,MAR,isl
MAR06,1115258a,0.251351632,0.250818833,M9,11.017851,-64.29355,MAR,isl
MAR06,1115309a,0.239434715,0.537123091,M9,11.017851,-64.29355,MAR,isl
MAR06,1115315a,0.187545221,0.18897307,M9,11.017851,-64.29355,MAR,isl
MAR07,1205658a,0.244817526,0.242685142,M9,11.017851,-64.29355,MAR,isl
MAR07,1205700a,0.253978708,0.250684482,M9,11.017851,-64.29355,MAR,isl
MAR07,1205702a,0.220171512,0.219726782,M9,11.017851,-64.29355,MAR,isl
MAR07,1205712a,0.237506348,0.233716581,M9,11.017851,-64.29355,MAR,isl
MAR07,1205715a,0.229504503,0.232221189,M9,11.017851,-64.29355,MAR,isl
MAR07,1205722a,0.198115094,0.530230027,M9,11.017851,-64.29355,MAR,isl
MAR07,1205727a,0.23542625,0.308997302,M9,11.017851,-64.29355,MAR,isl
MAR07,1205732a,0.233570559,0.232762851,M9,11.017851,-64.29355,MAR,isl
MAR08,1210014a,0.224124323,0.223738306,M9,11.017851,-64.29355,MAR,isl
MAR08,1210019a,0.297832399,0.298735146,M9,11.017851,-64.29355,MAR,isl
MAR08,1210022a,0.314267135,0.313202676,M9,11.017851,-64.29355,MAR,isl
MAR08,1210028a,0.296634032,0.296203636,M9,11.017851,-64.29355,MAR,isl
MAR08,1210034a,0.301200632,0.299976875,M9,11.017851,-64.29355,MAR,isl
MAR08,1210040a,0.261530271,0.258911016,M9,11.017851,-64.29355,MAR,isl
MAR08,1210045a,0.299626594,0.298013817,M9,11.017851,-64.29355,MAR,isl
MAR08,1210048a,0.258015538,0.257199804,M9,11.017851,-64.29355,MAR,isl
MAR08,1210052a,0.306530666,0.309746555,M9,11.017851,-64.29355,MAR,isl
MAR08,1210057a,0.250814378,0.251829175,M9,11.017851,-64.29355,MAR,isl
MAR08,1210100a,0.257247145,0.257300267,M9,11.017851,-64.29355,MAR,isl
MAR08,1210112a,0.239274252,0.239808705,M9,11.017851,-64.29355,MAR,isl
MAR08,1210117a,0.303235982,0.302612114,M9,11.017851,-64.29355,MAR,isl
MAR08,1210123a,0.266995454,0.270058099,M9,11.017851,-64.29355,MAR,isl
MAR08,1210129a,0.297845743,0.297581833,M9,11.017851,-64.29355,MAR,isl
MAR08,1210132a,0.299742951,0.299705559,M9,11.017851,-64.29355,MAR,isl
MAR08,1210135a,0.243189246,0.629177675,M9,11.017851,-64.29355,MAR,isl
MAR08,1210140a,0.384418862,0.384264351,M9,11.017851,-64.29355,MAR,isl
MAR08,1210142a,0.264995845,0.660235026,M9,11.017851,-64.29355,MAR,isl
MAR08,1210144a,0.307136649,0.307110288,M9,11.017851,-64.29355,MAR,isl
MAR08,1210147a,0.304644018,0.30287707,M9,11.017851,-64.29355,MAR,isl
MAR08,1210201a,0.303727969,0.304604931,M9,11.017851,-64.29355,MAR,isl
MAR08,1210208a,0.244398047,0.245287048,M9,11.017851,-64.29355,MAR,isl
MAR08,1210212a,0.280296677,0.282983914,M9,11.017851,-64.29355,MAR,isl
MAR08,1210226a,0.210099355,0.210809361,M9,11.017851,-64.29355,MAR,isl
MAR08,1210236a,0.185656382,0.185314381,M9,11.017851,-64.29355,MAR,isl
MAR08,1210239a,0.244575968,0.243439515,M9,11.017851,-64.29355,MAR,isl
MAR08,1210252a,0.244468219,0.247191816,M9,11.017851,-64.29355,MAR,isl
MAR08,1210255a,0.236458544,0.588129239,M9,11.017851,-64.29355,MAR,isl
MAR08,1210307a,0.246232913,0.245860099,M9,11.017851,-64.29355,MAR,isl
MAR08,1210312a,0.241694607,0.242047092,M9,11.017851,-64.29355,MAR,isl
MAR08,1210322a,0.24414377,0.24399187,M9,11.017851,-64.29355,MAR,isl
MAR08,1210328a,0.235400606,0.232975275,M9,11.017851,-64.29355,MAR,isl
MAR08,1210341a,0.236527094,0.23505885,M9,11.017851,-64.29355,MAR,isl
MAR08,1210348a,0.231904996,0.232015122,M9,11.017851,-64.29355,MAR,isl
MAR08,1210352a,0.250860174,0.24998122,M9,11.017851,-64.29355,MAR,isl
MAR09,1210434a,0.185968131,0.437969107,M9,11.017851,-64.29355,MAR,isl
MAR09,1210440a,0.188022675,0.449018025,M9,11.017851,-64.29355,MAR,isl
MAR09,1210446a,0.222975933,0.22343876,M9,11.017851,-64.29355,MAR,isl
MAR09,1210447a,0.190291372,0.462571394,M9,11.017851,-64.29355,MAR,isl
MAR09,1210502a,0.234296032,0.232664712,M9,11.017851,-64.29355,MAR,isl
MAR09,1210503a,0.191811721,0.502852921,M9,11.017851,-64.29355,MAR,isl
MAR09,1210512a,0.19351719,0.193627444,M9,11.017851,-64.29355,MAR,isl
MAR09,1210516a,0.230317504,0.518371611,M9,11.017851,-64.29355,MAR,isl
MAR09,1210527a,0.195300977,0.187640833,M9,11.017851,-64.29355,MAR,isl
MAR09,1210639a,0.195794981,0.194678289,M9,11.017851,-64.29355,MAR,isl
MAR09,1210646a,0.194579368,0.458672076,M9,11.017851,-64.29355,MAR,isl
MAR10,1211408a,0.173862402,0.17428714,M10,11.057946,-64.281889,MAR,isl
MAR10,1211419a,0.188151782,0.192458695,M10,11.057946,-64.281889,MAR,isl
MAR10,1211424a,0.259459919,0.257003455,M10,11.057946,-64.281889,MAR,isl
MAR10,1211436a,0.276991351,0.280105136,M10,11.057946,-64.281889,MAR,isl
MAR10,1211440a,0.277055794,0.280411315,M10,11.057946,-64.281889,MAR,isl
MAR10,1211448a,0.199258378,0.587627168,M10,11.057946,-64.281889,MAR,isl
MAR10,1211457a,0.20545353,0.249191768,M10,11.057946,-64.281889,MAR,isl
MAR10,1211501a,0.196439371,0.198840831,M10,11.057946,-64.281889,MAR,isl
MAR10,1211517a,0.19413659,0.193300009,M10,11.057946,-64.281889,MAR,isl
MAR11,1220323a,0.212555347,0.498706828,M9,11.017851,-64.29355,MAR,isl
MAR11,1220325a,0.244900875,0.892648163,M9,11.017851,-64.29355,MAR,isl
MAR11,1220330a,0.20875896,0.207162347,M9,11.017851,-64.29355,MAR,isl
MAR11,1220335a,0.217015547,0.215827092,M9,11.017851,-64.29355,MAR,isl
MAR11,1220338a,0.225123572,0.226104092,M9,11.017851,-64.29355,MAR,isl
MAR11,1220344a,0.21449966,0.530689806,M9,11.017851,-64.29355,MAR,isl
MAR11,1220349a,0.243420619,0.528703894,M9,11.017851,-64.29355,MAR,isl
MAR11,1220419a,0.205902198,0.208263133,M9,11.017851,-64.29355,MAR,isl
MAR12,1220634a,0.292872442,0.293699495,M9,11.017851,-64.29355,MAR,isl
MAR12,1220636a,0.251489588,0.250656835,M9,11.017851,-64.29355,MAR,isl
MAR12,1220639a,0.279421985,0.62737986,M9,11.017851,-64.29355,MAR,isl
MAR12,1220642a,0.253716977,0.593579799,M9,11.017851,-64.29355,MAR,isl
MAR12,1220646a,0.281548311,0.637198599,M9,11.017851,-64.29355,MAR,isl
MAR12,1220649a,0.240673302,0.585667301,M9,11.017851,-64.29355,MAR,isl
MAR12,1220656a,0.263755521,0.261871084,M9,11.017851,-64.29355,MAR,isl
MAR12,1220659a,0.291625297,0.630108143,M9,11.017851,-64.29355,MAR,isl
MAR12,1220702a,0.283581593,0.58332946,M9,11.017851,-64.29355,MAR,isl
MAR12,1220706a,0.274505119,0.2757405,M9,11.017851,-64.29355,MAR,isl
MAR12,1220708a,0.241015683,0.580650057,M9,11.017851,-64.29355,MAR,isl
MAR12,1220711a,0.210898529,0.522508428,M9,11.017851,-64.29355,MAR,isl
